Date,Time,group name,Distance along tape,Distance along tape,Plant type?,Litter,Groundcover Identification,Ground Cover,Trees/shrubs identification,Active Burrows,Inactive Burrows,>2cm,DunePostition,Latitude,Longitude,Accuracy
28/06/2015,9:41:19 AM,crabpeople,55,,Litter Cover,20,,,,,,,,,,
28/06/2015,9:42:27 AM,crabpeople,55,,Crab data,,,,,0,4,0,,,,
28/06/2015,9:42:40 AM,crabpeople,,55,Dune Position,,,,,,,,Downslope,-25.59798008,153.0947489,1.8
28/06/2015,9:44:59 AM,crabpeople,60,,Groundcover Plants,,Beach Couch,20,,,,,,,,
28/06/2015,9:45:08 AM,crabpeople,60,,Groundcover Plants,,Beach primrose ,5,,,,,,,,
28/06/2015,9:45:21 AM,crabpeople,60,,Groundcover Plants,,Blue Flax Lily,10,,,,,,,,
28/06/2015,9:53:30 AM,crabpeople,60,,Trees and Shrubs,,,,Lantana,,,,,,,
28/06/2015,9:53:49 AM,crabpeople,60,,Litter Cover,5,,,,,,,,,,
28/06/2015,9:54:02 AM,crabpeople,60,,Trees and Shrubs,,,,Coastal Banksia,,,,,,,
28/06/2015,9:54:48 AM,crabpeople,60,,Crab data,,,,,0,0,0,,,,
28/06/2015,9:54:55 AM,crabpeople,,60,Dune Position,,,,,,,,Trough,-25.59797298,153.0947236,0.8
28/06/2015,9:56:51 AM,crabpeople,65,,Groundcover Plants,,Blue Flax Lily,40,,,,,,,,
28/06/2015,9:57:06 AM,crabpeople,65,,Trees and Shrubs,,,,Coastal She-oak,,,,,,,
28/06/2015,9:57:16 AM,crabpeople,65,,Litter Cover,20,,,,,,,,,,
28/06/2015,9:58:15 AM,crabpeople,65,,Crab data,,,,,0,1,0,,,,
28/06/2015,9:58:22 AM,crabpeople,,65,Dune Position,,,,,,,,Trough,-25.59798903,153.0946855,0.3
28/06/2015,9:59:02 AM,crabpeople,70,,Groundcover Plants,,Snake vine ,5,,,,,,,,
28/06/2015,9:59:24 AM,crabpeople,70,,Groundcover Plants,,Scented Fan Flower,15,,,,,,,,
28/06/2015,9:59:35 AM,crabpeople,70,,Groundcover Plants,,Blue Flax Lily,5,,,,,,,,
28/06/2015,10:00:00 AM,crabpeople,70,,Groundcover Plants,,Beach Couch,10,,,,,,,,
28/06/2015,10:00:13 AM,crabpeople,70,,Trees and Shrubs,,,,Coastal She-oak,,,,,,,
28/06/2015,10:00:54 AM,crabpeople,70,,Crab data,,,,,0,0,0,,,,
28/06/2015,10:01:01 AM,crabpeople,,70,Dune Position,,,,,,,,Trough,-25.59797158,153.0946145,1.1
28/06/2015,10:02:53 AM,crabpeople,75,,Groundcover Plants,,Beach primrose ,80,,,,,,,,
28/06/2015,10:03:07 AM,crabpeople,75,,Groundcover Plants,,Beach Couch,10,,,,,,,,
28/06/2015,10:03:15 AM,crabpeople,75,,Trees and Shrubs,,,,Coastal Banksia,,,,,,,
28/06/2015,10:04:12 AM,crabpeople,75,,Crab data,,,,,1,0,1,,,,
28/06/2015,10:04:17 AM,crabpeople,,75,Dune Position,,,,,,,,Trough,-25.59795808,153.0945798,1.6
28/06/2015,8:51:38 AM,satoi,,,,,,,,,,,,,,
28/06/2015,8:52:15 AM,satoi,,,,,,,,,,,,-25.59766627,153.0954493,4.9
28/06/2015,8:53:04 AM,satoi,0,,Litter Cover,0,,,,,,,,,,
28/06/2015,8:54:19 AM,satoi,0,,Litter Cover,0,,,,,,,,,,
28/06/2015,8:56:17 AM,satoi,0,,Crab data,,,,,0,0,0,,,,
